name,lat,lon,category,price_tier,popularity,photo_url,tag_name,tag_tourism,tag_brand,tag_brand:wikidata,tag_shop,tag_amenity,tag_brand:pa,tag_brand:ur,tag_brand:wikipedia,tag_brand:wikipedia:pa,tag_brand:wikipedia:ur,tag_cuisine,tag_name:pa,tag_name:ur,tag_takeaway,tag_address,tag_bar,tag_ramp,tag_addr:city,tag_addr:street,tag_name:mr,tag_addr:district,tag_addr:postcode,tag_air_conditioning,tag_cinema:3D,tag_deaf:description:en,tag_description,tag_drive_in,tag_lift_gate:type,tag_open_air,tag_opening_hours,tag_operator,tag_payment:cash,tag_payment:credit_cards,tag_payment:debit_cards,tag_payment:online_payment,tag_payment:online_wallet,tag_screen,tag_website,tag_wheelchair,tag_wikimedia_commons,tag_delivery,tag_outdoor_seating,tag_source,tag_addr:country,tag_addr:state,tag_internet_access,tag_microbrewery,tag_phone,tag_smoking,tag_atm,tag_addr:housenumber,tag_internet_access:fee,tag_official_name,tag_official_name:pa,tag_official_name:ur,tag_diet:non-vegetarian,tag_diet:vegetarian,tag_place,tag_wikidata,tag_wikipedia,tag_email,tag_ele,tag_payment:app,tag_alt_name,tag_natural,tag_addr:floor,tag_check_date,tag_level,tag_name:en,tag_wifi,tag_drive_through,tag_addr:housename,tag_alt_name:es,tag_alt_name:mr,tag_alt_name:ur,tag_leisure,tag_name:ar,tag_name:azb,tag_name:be,tag_name:el,tag_name:es,tag_name:fa,tag_name:hi,tag_name:hy,tag_name:ja,tag_name:kn,tag_name:ks,tag_name:ml,tag_name:pnb,tag_name:ps,tag_name:ru,tag_name:sr,tag_name:uk,tag_population,tag_brand:ks,tag_contact:facebook,tag_addr:place,tag_check_date:opening_hours,tag_organic,tag_food,tag_castle_type,tag_historic,tag_diet:gluten_free,tag_diet:halal,tag_diet:kosher,tag_diet:vegan,tag_alt_name:en,tag_alt_name:hi,tag_alt_name:pa,tag_alt_name:pnb,tag_brand:en,tag_brand:hi,tag_brand:pnb,tag_museum,tag_operator:type,tag_branch,tag_addr:suburb,tag_diet:lacto_vegetarian,tag_capacity,tag_contact:phone,tag_contact:website,tag_diet:ovo_vegetarian,tag_fixme,tag_rooms,tag_phone_1,tag_name:gu,tag_indoor:level,tag_website:menu,tag_toilets,tag_addr:unit,tag_delivery:partner,tag_contact:instagram,tag_payment:upi,tag_brand:short,tag_payment:online_booking,tag_addr:full,tag_note,tag_payment:american_express,tag_self_service,tag_payment:google_pay,tag_payment:upi_qr,tag_reservation,tag_contact:email,tag_contact:twitter,tag_contact:youtube,tag_dog,tag_diet:chicken,tag_brewery,tag_addr:source,tag_payment:mastercard,tag_payment:visa,tag_start_date,tag_payment:paytm,tag_payment:electronic_purses,tag_access,tag_fee,tag_garden:type,tag_timing,tag_short_name,tag_short_name:ur,tag_covered,tag_diet:meat,tag_opening_hours:covid19,tag_construction,tag_name:etymology:wikidata,tag_internet_access:ssid,tag_payment:coins,tag_theatre:type,tag_currency:rupee,tag_diet:organic,tag_diet:lactose_free,tag_diet:pescetarian,tag_min_age,tag_addr:neighbourhood,tag_building,tag_indoor_seating,tag_addr:building,tag_currency:INR,tag_payment:net_banking,tag_payment:notes,tag_payment:rupay,tag_payment:contactless,tag_survey:date,tag_addr:locality,tag_highchair,tag_diet:seafood,tag_office,tag_payment:cards,tag_payment:apple_pay,tag_payment:pay_later,tag_full_name,tag_full_name:en,tag_not:brand:wikidata,tag_changing_table,tag_payment:maestro,tag_contact:linkedin,tag_contact:pinterest,tag_fast_food,tag_lgbtq,tag_becknified,tag_providerId,tag_outdoor,tag_wheelchair:ramp,tag_diet:fish,tag_diet:local,tag_established,tag_diet:sugar_free,tag_toilets:access,tag_diet:alcohol_free,tag_toilets:wheelchair,tag_mobile,tag_payment:qr_code,tag_entrance,tag_image,tag_loc_name,tag_fax,tag_layer,tag_area,tag_water,tag_building:levels,tag_height,tag_name:etymology:wikipedia,tag_designation,tag_addr:province,tag_landuse,tag_proposed,tag_barrier,tag_payment:mobikwik,tag_payment:phonepe,tag_surface,tag_building:material,tag_roof:levels,tag_roof:shape,tag_reg_name,tag_payment:mobile_wallet,tag_addr:county,tag_building:material:concrete,tag_nohousenumber,tag_diet:plant-based,tag_stroller,tag_diet:fruitarian,tag_diet:raw,tag_leaf_cycle,tag_leaf_type,tag_stars,tag_postal_code,tag_charge,tag_waterway,tag_location,tag_lit,tag_highway,tag_diet:omnivore,tag_addr:neighborhood,tag_building:levels:underground,tag_type,amenity,cuisine,short_name,name_length,popular_flag,category_filled,category_enc,amenity_topk,amen_Unknown,amen_bar,amen_cafe,amen_cinema,amen_fast_food,amen_food_court,amen_pub,amen_restaurant,amen_theatre
Shree Mart,18.8567515,73.881029,supermarket,2,0.4,,Shree Mart,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 09:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Shree Mart,10,0,supermarket,13,Unknown,True,False,False,False,False,False,False,False,False
The Spirit Cafe and Bar,18.5796451,73.735945,pub,2,0.4,,The Spirit Cafe and Bar,,,,,pub,,,,,,,,,,,,,Pune,,,,411057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pub,Unknown,The Spirit Cafe and Bar,23,0,pub,11,pub,False,False,False,False,False,False,True,False,False
Tanjore Coffee House,18.5896451,73.7385017,restaurant,2,0.5,,Tanjore Coffee House,,,,,restaurant,,,,,,south_indian,,,,,,,Pune,Hinjawadi Phase 1 road,,,411057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,south_indian,Tanjore Coffee House,20,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Royal Urban Cafe,18.5872555,73.7384464,cafe,2,0.5,,Royal Urban Cafe,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Royal Urban Cafe,16,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Hotel Atithi Pure Veg,18.8572069,73.8804731,restaurant,2,0.5,,Hotel Atithi Pure Veg,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Hotel Atithi Pure Veg,21,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Mystic Cafe,18.5666875,73.7344863,cafe,2,0.5,,Mystic Cafe,,,,,cafe,,,,,,,,,,,,,,Blue Ridge Approach Road,,,,,,,,,,,Mo-Su 09:00-23:00,,,,,,,,mystictrail.dotpe.in,,,,,,,,,,7406741507,,,Mystic Trail Pacific Sports Arena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Mystic Cafe,11,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
V Mart,18.681519,73.8664684,supermarket,2,0.4,,V Mart,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,V Mart,6,0,supermarket,13,Unknown,True,False,False,False,False,False,False,False,False
Ashoka Hotel,18.5852287,73.8224215,restaurant,2,0.5,,Ashoka Hotel,,,,,restaurant,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,indian,Ashoka Hotel,12,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Classio Reasturant,18.6793019,73.8559774,restaurant,2,0.5,,Classio Reasturant,,,,,restaurant,,,,,,,,,,,,,,Moshi - Alandi Road,,,,,,,,,,,Mo-Su 11:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Classio Reasturant,18,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Hotel Gaonkari,18.5847052,73.7312659,restaurant,2,0.5,,Hotel Gaonkari,,,,,restaurant,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,indian,Hotel Gaonkari,14,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Madhavas pavbhaji,18.6298176,73.7815701,fast_food,2,0.4,,Madhavas pavbhaji,,,,,fast_food,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9552541883,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,indian,Madhavas pavbhaji,17,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
The Chai Bar Cafe,18.5781331,73.7364912,cafe,2,0.5,,The Chai Bar Cafe,,,,,cafe,,,,,,burger;pizza;sandwich;coffee,,,,,,,Pune,"near madrasi raja,blue ridge township,hinjewadi phase 1",,,411057,,,,,,,,Mo-Su 09:00-21:00,,,,,,,,,,,,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,burger;pizza;sandwich;coffee,The Chai Bar Cafe,17,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Katraj Junction,18.4508437,73.8578188,restaurant,2,0.5,,Katraj Junction,,,,,restaurant,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,indian,Katraj Junction,15,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Freshpress Cafe,18.6422431,73.7550882,cafe,2,0.5,,Freshpress Cafe,,,,,cafe,,,,,,pizza;coffee_shop;burger;french;ice_cream;juice;sandwich,,,,,,,"Ravet, Pune",Ravet - Walhekarwadi Road,,Pune,412101,,,,,,,,24/7,,yes,,,,,,,,,,yes,,,,yes,,6523187557,,,Sector 32,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,pizza;coffee_shop;burger;french;ice_cream;juice;sandwich,Freshpress Cafe,15,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Goodluck family restaurant,18.6784696,73.8587105,restaurant,2,0.5,,Goodluck family restaurant,,,,,restaurant,,,,,,indian,,,,,,,,Dehu - Alandi Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,indian,Goodluck family restaurant,26,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Cafe Destination,18.6482345,73.7658575,cafe,2,0.5,,Cafe Destination,,,,,cafe,,,,,,regional;coffee_shop,,,,,,,pimpri chinhwad,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,regional;coffee_shop,Cafe Destination,16,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Mahadev Hotel,18.578382,73.7364578,restaurant,2,0.5,,Mahadev Hotel,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Mahadev Hotel,13,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Delhi Chat,18.5816936,73.8162783,cafe,2,0.5,,Delhi Chat,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Delhi Chat,10,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Madrasi Raja,18.5782134,73.7364791,restaurant,2,0.5,,Madrasi Raja,,,,,restaurant,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,indian,Madrasi Raja,12,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Hotel Amantran,18.5787728,73.8157037,restaurant,2,0.5,,Hotel Amantran,,,,,restaurant,,,,,,indian;chicken;chinese,,,,,,,Pune,Pimple Gurav-Navi Sangvi Road,,,411027,,,,,,,,Mo-Su 11:00-23:30,,,,,,,,https://hotel-amantran-veg-non-veg.business.site/?utm_source=gmb&utm_medium=referral,,,,,,,,,,07387563131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,indian;chicken;chinese,Hotel Amantran,14,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Thomson,18.5786105,73.8156904,restaurant,2,0.5,,Thomson,,,,,restaurant,,,,,,chinese,,,,,,,Pune,Pimple Gurav-Navi Sangvi Road,,,411027,,,,,,,,11:30-23:30,,,,,,,,,,,,,,,,,,07887808897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,chinese,Thomson,7,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
I2IT Food Court,18.5844377,73.7365804,food_court,2,0.4,,I2IT Food Court,,,,,food_court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food_court,Unknown,I2IT Food Court,15,0,food_court,6,food_court,False,False,False,False,False,True,False,False,False
Mother's Kitchen,18.5790255,73.7362399,restaurant,2,0.5,,Mother's Kitchen,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+91 77690 73888,,,,,,,,,,,,,,,,,,,,,Mother's Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Mother's Kitchen,16,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
रामदेव बाबा,18.5994891,73.7750596,restaurant,2,0.5,,रामदेव बाबा,,,,,restaurant,,,,,,,,,,,,,,,रामदेव बाबा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,G,2023-04-23,0,Ramdev baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,,11,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Hotel Shailaja,18.4875836,74.1332825,cafe,2,0.5,,Hotel Shailaja,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Hotel Shailaja,14,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Saudagar,18.5941567,73.7898028,restaurant,2,0.5,,Saudagar,,,,,restaurant,,,,,,,,,,,,,,,सौदागर,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-05,,Saudagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Saudagar,8,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
A taste of Indore,18.5945934,73.7890693,fast_food,2,0.4,,A taste of Indore,,,,,fast_food,,,,,,,,,,,,,,,अ टेस्ट ऑफ इंदोर,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,2023-05-05,0,A taste of Indore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,Unknown,A taste of Indore,17,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
गणेश भेळ,18.5949014,73.7890575,fast_food,2,0.4,,गणेश भेळ,,,,,fast_food,,,,,,,,,,,,,,,गणेश भेळ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,2023-05-05,0,Ganesh Bhel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,Unknown,,8,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
Shivaay Family Restaurant,18.5459338,73.7311724,restaurant,2,0.5,,Shivaay Family Restaurant,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Shivaay Family Restaurant,25,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Crazy Cheezy Cafe,18.6031495,73.7462361,cafe,2,0.5,,Crazy Cheezy Cafe,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 11:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Crazy Cheezy Cafe,17,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
